id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_wisatawan,jumlah_pengunjung,satuan,tahun
281,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,38,ORANG,2019
282,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,742346,ORANG,2019
283,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,25,ORANG,2019
284,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,427994,ORANG,2019
285,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,2100,ORANG,2019
286,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,453657,ORANG,2019
287,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,1819,ORANG,2019
288,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,701830,ORANG,2019
289,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,0,ORANG,2019
290,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,183132,ORANG,2019
291,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,109,ORANG,2019
292,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,1501043,ORANG,2019
293,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,0,ORANG,2019
294,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,1294337,ORANG,2019
295,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,16276,ORANG,2019
296,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,2192190,ORANG,2019
297,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,128445,ORANG,2019
298,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,9951723,ORANG,2019
299,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,3,ORANG,2019
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,2095539,ORANG,2019
301,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,106385,ORANG,2019
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,5410687,ORANG,2019
303,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,12233,ORANG,2019
304,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3215063,ORANG,2019
305,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,451472,ORANG,2019
306,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,8709412,ORANG,2019
307,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,0,ORANG,2019
308,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,0,ORANG,2019
309,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,2447064,ORANG,2019
310,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,8406250,ORANG,2019
311,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,97445,ORANG,2019
312,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,1727750,ORANG,2019
313,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,51781,ORANG,2019
314,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,925657,ORANG,2019
315,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,676,ORANG,2019
316,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,902,ORANG,2019
317,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,804,ORANG,2019
318,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,43227,ORANG,2019
319,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,124,ORANG,2019
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,1251177,ORANG,2019
321,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,65,ORANG,2019
322,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,141491,ORANG,2019
323,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,0,ORANG,2020
324,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,28376,ORANG,2020
325,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,2226,ORANG,2020
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,1419724,ORANG,2020
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,42575,ORANG,2020
328,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,1454233,ORANG,2020
329,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,24685,ORANG,2020
330,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,4088742,ORANG,2020
331,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,188,ORANG,2020
332,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,1909704,ORANG,2020
333,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,250,ORANG,2020
334,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,661580,ORANG,2020
335,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,2,ORANG,2020
336,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,651777,ORANG,2020
337,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,49,ORANG,2020
338,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,1469066,ORANG,2020
339,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,1216,ORANG,2020
340,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,458163,ORANG,2020
341,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,0,ORANG,2020
342,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,378016,ORANG,2020
343,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,2409,ORANG,2020
344,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,253006,ORANG,2020
345,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,23,ORANG,2020
346,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,230131,ORANG,2020
347,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,1324,ORANG,2020
348,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,394047,ORANG,2020
349,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,7956,ORANG,2020
350,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,973096,ORANG,2020
351,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,43147,ORANG,2020
352,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,1694832,ORANG,2020
353,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2020
354,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,1826774,ORANG,2020
355,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,7677,ORANG,2020
356,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,1412354,ORANG,2020
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,514,ORANG,2020
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3939992,ORANG,2020
359,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,75084,ORANG,2020
360,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,3382638,ORANG,2020
361,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,171,ORANG,2020
362,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,107386,ORANG,2020
363,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,1633788,ORANG,2020
364,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,8097090,ORANG,2020
365,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,45465,ORANG,2020
366,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,607863,ORANG,2020
367,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,15613,ORANG,2020
368,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,429859,ORANG,2020
369,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,701,ORANG,2020
370,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,525904,ORANG,2020
371,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,91,ORANG,2020
372,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,65610,ORANG,2020
373,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,50,ORANG,2020
374,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,48584,ORANG,2020
375,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,9,ORANG,2020
376,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,15968,ORANG,2020
