id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,sektor_wisata,jumlah_pendapatan,satuan,tahun
248,32,JAWA BARAT,3209,KABUPATEN CIREBON,RETRIBUSI,108054600,RUPIAH,2016
249,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HOTEL,0,RUPIAH,2016
250,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RESTORAN/RUMAH MAKAN,0,RUPIAH,2016
251,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIBURAN,0,RUPIAH,2016
252,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RETRIBUSI,0,RUPIAH,2016
253,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HOTEL,723513590,RUPIAH,2016
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RESTORAN/RUMAH MAKAN,2578345500,RUPIAH,2016
255,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIBURAN,412246675,RUPIAH,2016
256,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RETRIBUSI,98765785,RUPIAH,2016
257,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HOTEL,146587500,RUPIAH,2016
258,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RESTORAN/RUMAH MAKAN,779958600,RUPIAH,2016
259,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIBURAN,70555000,RUPIAH,2016
260,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RETRIBUSI,116384150,RUPIAH,2016
261,32,JAWA BARAT,3213,KABUPATEN SUBANG,HOTEL,669163612,RUPIAH,2016
262,32,JAWA BARAT,3213,KABUPATEN SUBANG,RESTORAN/RUMAH MAKAN,746315030,RUPIAH,2016
263,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIBURAN,0,RUPIAH,2016
264,32,JAWA BARAT,3213,KABUPATEN SUBANG,RETRIBUSI,536907246,RUPIAH,2016
265,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HOTEL,1696998259,RUPIAH,2016
266,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RESTORAN/RUMAH MAKAN,2594692337,RUPIAH,2016
267,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIBURAN,268128183,RUPIAH,2016
268,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RETRIBUSI,2984700,RUPIAH,2016
269,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HOTEL,12446715400,RUPIAH,2016
270,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RESTORAN/RUMAH MAKAN,46209341079,RUPIAH,2016
271,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIBURAN,7042609020,RUPIAH,2016
272,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RETRIBUSI,259500000,RUPIAH,2016
273,32,JAWA BARAT,3216,KABUPATEN BEKASI,HOTEL,732564174,RUPIAH,2016
274,32,JAWA BARAT,3216,KABUPATEN BEKASI,RESTORAN/RUMAH MAKAN,343945054,RUPIAH,2016
275,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIBURAN,0,RUPIAH,2016
276,32,JAWA BARAT,3216,KABUPATEN BEKASI,RETRIBUSI,0,RUPIAH,2016
277,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HOTEL,12172543668,RUPIAH,2016
278,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RESTORAN/RUMAH MAKAN,9686084099,RUPIAH,2016
279,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIBURAN,1329365744,RUPIAH,2016
280,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RETRIBUSI,93146000,RUPIAH,2016
281,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HOTEL,5832123150,RUPIAH,2016
282,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RESTORAN/RUMAH MAKAN,0,RUPIAH,2016
283,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIBURAN,0,RUPIAH,2016
284,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RETRIBUSI,0,RUPIAH,2016
285,32,JAWA BARAT,3271,KOTA BOGOR,HOTEL,108343661726,RUPIAH,2016
286,32,JAWA BARAT,3271,KOTA BOGOR,RESTORAN/RUMAH MAKAN,148411268803,RUPIAH,2016
287,32,JAWA BARAT,3271,KOTA BOGOR,HIBURAN,38881271361,RUPIAH,2016
288,32,JAWA BARAT,3271,KOTA BOGOR,RETRIBUSI,0,RUPIAH,2016
289,32,JAWA BARAT,3272,KOTA SUKABUMI,HOTEL,550179000,RUPIAH,2016
290,32,JAWA BARAT,3272,KOTA SUKABUMI,RESTORAN/RUMAH MAKAN,2771548000,RUPIAH,2016
291,32,JAWA BARAT,3272,KOTA SUKABUMI,HIBURAN,510334000,RUPIAH,2016
292,32,JAWA BARAT,3272,KOTA SUKABUMI,RETRIBUSI,77470000,RUPIAH,2016
293,32,JAWA BARAT,3273,KOTA BANDUNG,HOTEL,72300805686,RUPIAH,2016
294,32,JAWA BARAT,3273,KOTA BANDUNG,RESTORAN/RUMAH MAKAN,66601904599,RUPIAH,2016
295,32,JAWA BARAT,3273,KOTA BANDUNG,HIBURAN,22540126656,RUPIAH,2016
296,32,JAWA BARAT,3273,KOTA BANDUNG,RETRIBUSI,1400000000,RUPIAH,2016
297,32,JAWA BARAT,3274,KOTA CIREBON,HOTEL,2136290890,RUPIAH,2016
298,32,JAWA BARAT,3274,KOTA CIREBON,RESTORAN/RUMAH MAKAN,2948706101,RUPIAH,2016
299,32,JAWA BARAT,3274,KOTA CIREBON,HIBURAN,1031185094,RUPIAH,2016
300,32,JAWA BARAT,3274,KOTA CIREBON,RETRIBUSI,22500000,RUPIAH,2016
301,32,JAWA BARAT,3275,KOTA BEKASI,HOTEL,2964590904,RUPIAH,2016
302,32,JAWA BARAT,3275,KOTA BEKASI,RESTORAN/RUMAH MAKAN,10267419208,RUPIAH,2016
303,32,JAWA BARAT,3275,KOTA BEKASI,HIBURAN,3402206244,RUPIAH,2016
304,32,JAWA BARAT,3275,KOTA BEKASI,RETRIBUSI,55250000,RUPIAH,2016
305,32,JAWA BARAT,3276,KOTA DEPOK,HOTEL,1658480431,RUPIAH,2016
306,32,JAWA BARAT,3276,KOTA DEPOK,RESTORAN/RUMAH MAKAN,17746763032,RUPIAH,2016
307,32,JAWA BARAT,3276,KOTA DEPOK,HIBURAN,2464074076,RUPIAH,2016
308,32,JAWA BARAT,3276,KOTA DEPOK,RETRIBUSI,80050000,RUPIAH,2016
309,32,JAWA BARAT,3277,KOTA CIMAHI,HOTEL,583452297,RUPIAH,2016
310,32,JAWA BARAT,3277,KOTA CIMAHI,RESTORAN/RUMAH MAKAN,8289445773,RUPIAH,2016
311,32,JAWA BARAT,3277,KOTA CIMAHI,HIBURAN,602110871,RUPIAH,2016
312,32,JAWA BARAT,3277,KOTA CIMAHI,RETRIBUSI,0,RUPIAH,2016
313,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HOTEL,0,RUPIAH,2016
314,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RESTORAN/RUMAH MAKAN,0,RUPIAH,2016
315,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIBURAN,0,RUPIAH,2016
316,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RETRIBUSI,0,RUPIAH,2016
317,32,JAWA BARAT,3279,KOTA BANJAR,HOTEL,0,RUPIAH,2016
318,32,JAWA BARAT,3279,KOTA BANJAR,RESTORAN/RUMAH MAKAN,0,RUPIAH,2016
319,32,JAWA BARAT,3279,KOTA BANJAR,HIBURAN,0,RUPIAH,2016
320,32,JAWA BARAT,3279,KOTA BANJAR,RETRIBUSI,0,RUPIAH,2016
321,32,JAWA BARAT,3201,KABUPATEN BOGOR,HOTEL,57210871840,RUPIAH,2017
322,32,JAWA BARAT,3201,KABUPATEN BOGOR,RESTORAN/RUMAH MAKAN,88857747868,RUPIAH,2017
323,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIBURAN,48711163101,RUPIAH,2017
324,32,JAWA BARAT,3201,KABUPATEN BOGOR,RETRIBUSI,37700000,RUPIAH,2017
325,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HOTEL,0,RUPIAH,2017
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RESTORAN/RUMAH MAKAN,0,RUPIAH,2017
327,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HIBURAN,0,RUPIAH,2017
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RETRIBUSI,1108916000,RUPIAH,2017
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HOTEL,0,RUPIAH,2017
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RESTORAN/RUMAH MAKAN,0,RUPIAH,2017
331,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIBURAN,0,RUPIAH,2017
332,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RETRIBUSI,0,RUPIAH,2017
333,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HOTEL,2311227053,RUPIAH,2017
334,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RESTORAN/RUMAH MAKAN,6894597594,RUPIAH,2017
335,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIBURAN,706313905,RUPIAH,2017
336,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RETRIBUSI,0,RUPIAH,2017
337,32,JAWA BARAT,3205,KABUPATEN GARUT,HOTEL,933880000,RUPIAH,2017
338,32,JAWA BARAT,3205,KABUPATEN GARUT,RESTORAN/RUMAH MAKAN,0,RUPIAH,2017
339,32,JAWA BARAT,3205,KABUPATEN GARUT,HIBURAN,1500000,RUPIAH,2017
340,32,JAWA BARAT,3205,KABUPATEN GARUT,RETRIBUSI,392784000,RUPIAH,2017
341,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HOTEL,25824000,RUPIAH,2017
342,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RESTORAN/RUMAH MAKAN,171997090,RUPIAH,2017
343,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIBURAN,7084585,RUPIAH,2017
344,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RETRIBUSI,137189000,RUPIAH,2017
345,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HOTEL,424534483,RUPIAH,2017
346,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RESTORAN/RUMAH MAKAN,2655478818,RUPIAH,2017
347,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIBURAN,118754278,RUPIAH,2017
348,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RETRIBUSI,45817206,RUPIAH,2017
349,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HOTEL,2279517632,RUPIAH,2017
350,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RESTORAN/RUMAH MAKAN,2379321635,RUPIAH,2017
351,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIBURAN,501129332,RUPIAH,2017
352,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RETRIBUSI,420533450,RUPIAH,2017
353,32,JAWA BARAT,3209,KABUPATEN CIREBON,HOTEL,826000000,RUPIAH,2017
354,32,JAWA BARAT,3209,KABUPATEN CIREBON,RESTORAN/RUMAH MAKAN,497740000,RUPIAH,2017
355,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIBURAN,410000000,RUPIAH,2017
356,32,JAWA BARAT,3209,KABUPATEN CIREBON,RETRIBUSI,108054600,RUPIAH,2017
357,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HOTEL,0,RUPIAH,2017
358,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RESTORAN/RUMAH MAKAN,0,RUPIAH,2017
359,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIBURAN,0,RUPIAH,2017
360,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RETRIBUSI,0,RUPIAH,2017
361,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HOTEL,723513590,RUPIAH,2017
362,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RESTORAN/RUMAH MAKAN,2578345500,RUPIAH,2017
363,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIBURAN,412246675,RUPIAH,2017
364,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RETRIBUSI,98765785,RUPIAH,2017
365,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HOTEL,268695393,RUPIAH,2017
366,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RESTORAN/RUMAH MAKAN,1615688892,RUPIAH,2017
367,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIBURAN,237365300,RUPIAH,2017
368,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RETRIBUSI,284250000,RUPIAH,2017
369,32,JAWA BARAT,3213,KABUPATEN SUBANG,HOTEL,669163612,RUPIAH,2017
370,32,JAWA BARAT,3213,KABUPATEN SUBANG,RESTORAN/RUMAH MAKAN,746315030,RUPIAH,2017
371,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIBURAN,0,RUPIAH,2017
372,32,JAWA BARAT,3213,KABUPATEN SUBANG,RETRIBUSI,536907246,RUPIAH,2017
373,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HOTEL,1696998259,RUPIAH,2017
374,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RESTORAN/RUMAH MAKAN,2594692337,RUPIAH,2017
375,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIBURAN,268128183,RUPIAH,2017
376,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RETRIBUSI,2984700,RUPIAH,2017
377,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HOTEL,14363286682,RUPIAH,2017
378,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RESTORAN/RUMAH MAKAN,56455350405,RUPIAH,2017
379,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIBURAN,9218960629,RUPIAH,2017
380,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RETRIBUSI,0,RUPIAH,2017
381,32,JAWA BARAT,3216,KABUPATEN BEKASI,HOTEL,732564174,RUPIAH,2017
382,32,JAWA BARAT,3216,KABUPATEN BEKASI,RESTORAN/RUMAH MAKAN,343945054,RUPIAH,2017
383,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIBURAN,0,RUPIAH,2017
384,32,JAWA BARAT,3216,KABUPATEN BEKASI,RETRIBUSI,0,RUPIAH,2017
385,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HOTEL,12172543668,RUPIAH,2017
386,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RESTORAN/RUMAH MAKAN,9686084099,RUPIAH,2017
387,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIBURAN,1329365744,RUPIAH,2017
388,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RETRIBUSI,93146000,RUPIAH,2017
389,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HOTEL,6083433156,RUPIAH,2017
390,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RESTORAN/RUMAH MAKAN,1635911404,RUPIAH,2017
391,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIBURAN,76308815,RUPIAH,2017
392,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RETRIBUSI,12359032755,RUPIAH,2017
393,32,JAWA BARAT,3271,KOTA BOGOR,HOTEL,68839312,RUPIAH,2017
394,32,JAWA BARAT,3271,KOTA BOGOR,RESTORAN/RUMAH MAKAN,101088093,RUPIAH,2017
395,32,JAWA BARAT,3271,KOTA BOGOR,HIBURAN,23923195,RUPIAH,2017
396,32,JAWA BARAT,3271,KOTA BOGOR,RETRIBUSI,0,RUPIAH,2017
397,32,JAWA BARAT,3272,KOTA SUKABUMI,HOTEL,550179000,RUPIAH,2017
398,32,JAWA BARAT,3272,KOTA SUKABUMI,RESTORAN/RUMAH MAKAN,2771548000,RUPIAH,2017
399,32,JAWA BARAT,3272,KOTA SUKABUMI,HIBURAN,510334000,RUPIAH,2017
400,32,JAWA BARAT,3272,KOTA SUKABUMI,RETRIBUSI,77470000,RUPIAH,2017
401,32,JAWA BARAT,3273,KOTA BANDUNG,HOTEL,72300805686,RUPIAH,2017
402,32,JAWA BARAT,3273,KOTA BANDUNG,RESTORAN/RUMAH MAKAN,66601904599,RUPIAH,2017
403,32,JAWA BARAT,3273,KOTA BANDUNG,HIBURAN,22540126656,RUPIAH,2017
404,32,JAWA BARAT,3273,KOTA BANDUNG,RETRIBUSI,1400000000,RUPIAH,2017
405,32,JAWA BARAT,3274,KOTA CIREBON,HOTEL,2136290890,RUPIAH,2017
406,32,JAWA BARAT,3274,KOTA CIREBON,RESTORAN/RUMAH MAKAN,2948706101,RUPIAH,2017
407,32,JAWA BARAT,3274,KOTA CIREBON,HIBURAN,1031185094,RUPIAH,2017
408,32,JAWA BARAT,3274,KOTA CIREBON,RETRIBUSI,22500000,RUPIAH,2017
409,32,JAWA BARAT,3275,KOTA BEKASI,HOTEL,2964590904,RUPIAH,2017
410,32,JAWA BARAT,3275,KOTA BEKASI,RESTORAN/RUMAH MAKAN,10267419208,RUPIAH,2017
411,32,JAWA BARAT,3275,KOTA BEKASI,HIBURAN,3402206244,RUPIAH,2017
412,32,JAWA BARAT,3275,KOTA BEKASI,RETRIBUSI,55250000,RUPIAH,2017
413,32,JAWA BARAT,3276,KOTA DEPOK,HOTEL,1658480431,RUPIAH,2017
414,32,JAWA BARAT,3276,KOTA DEPOK,RESTORAN/RUMAH MAKAN,17746763032,RUPIAH,2017
415,32,JAWA BARAT,3276,KOTA DEPOK,HIBURAN,2464074076,RUPIAH,2017
416,32,JAWA BARAT,3276,KOTA DEPOK,RETRIBUSI,80050000,RUPIAH,2017
417,32,JAWA BARAT,3277,KOTA CIMAHI,HOTEL,599277260,RUPIAH,2017
418,32,JAWA BARAT,3277,KOTA CIMAHI,RESTORAN/RUMAH MAKAN,8644698910,RUPIAH,2017
419,32,JAWA BARAT,3277,KOTA CIMAHI,HIBURAN,663617205,RUPIAH,2017
420,32,JAWA BARAT,3277,KOTA CIMAHI,RETRIBUSI,0,RUPIAH,2017
421,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HOTEL,0,RUPIAH,2017
422,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RESTORAN/RUMAH MAKAN,0,RUPIAH,2017
423,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HIBURAN,0,RUPIAH,2017
424,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RETRIBUSI,0,RUPIAH,2017
425,32,JAWA BARAT,3279,KOTA BANJAR,HOTEL,0,RUPIAH,2017
426,32,JAWA BARAT,3279,KOTA BANJAR,RESTORAN/RUMAH MAKAN,0,RUPIAH,2017
427,32,JAWA BARAT,3279,KOTA BANJAR,HIBURAN,0,RUPIAH,2017
428,32,JAWA BARAT,3279,KOTA BANJAR,RETRIBUSI,0,RUPIAH,2017
429,32,JAWA BARAT,3201,KABUPATEN BOGOR,HOTEL,0,RUPIAH,2018
430,32,JAWA BARAT,3201,KABUPATEN BOGOR,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
431,32,JAWA BARAT,3201,KABUPATEN BOGOR,HIBURAN,0,RUPIAH,2018
432,32,JAWA BARAT,3201,KABUPATEN BOGOR,RETRIBUSI,0,RUPIAH,2018
433,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HOTEL,0,RUPIAH,2018
434,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
435,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HIBURAN,0,RUPIAH,2018
436,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RETRIBUSI,0,RUPIAH,2018
437,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HOTEL,0,RUPIAH,2018
438,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
439,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HIBURAN,0,RUPIAH,2018
440,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RETRIBUSI,6417872896,RUPIAH,2018
441,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HOTEL,5028777984,RUPIAH,2018
442,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RESTORAN/RUMAH MAKAN,18273357824,RUPIAH,2018
443,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HIBURAN,3899227904,RUPIAH,2018
444,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RETRIBUSI,0,RUPIAH,2018
445,32,JAWA BARAT,3205,KABUPATEN GARUT,HOTEL,0,RUPIAH,2018
446,32,JAWA BARAT,3205,KABUPATEN GARUT,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
447,32,JAWA BARAT,3205,KABUPATEN GARUT,HIBURAN,0,RUPIAH,2018
448,32,JAWA BARAT,3205,KABUPATEN GARUT,RETRIBUSI,0,RUPIAH,2018
449,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HOTEL,0,RUPIAH,2018
450,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
451,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HIBURAN,0,RUPIAH,2018
452,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RETRIBUSI,362967008,RUPIAH,2018
453,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HOTEL,430843072,RUPIAH,2018
454,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RESTORAN/RUMAH MAKAN,350816256,RUPIAH,2018
455,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HIBURAN,133702640,RUPIAH,2018
456,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RETRIBUSI,56469316,RUPIAH,2018
457,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HOTEL,317894131720,RUPIAH,2018
458,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RESTORAN/RUMAH MAKAN,548411411152,RUPIAH,2018
459,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HIBURAN,145100849152,RUPIAH,2018
460,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RETRIBUSI,0,RUPIAH,2018
461,32,JAWA BARAT,3209,KABUPATEN CIREBON,HOTEL,0,RUPIAH,2018
462,32,JAWA BARAT,3209,KABUPATEN CIREBON,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
463,32,JAWA BARAT,3209,KABUPATEN CIREBON,HIBURAN,0,RUPIAH,2018
464,32,JAWA BARAT,3209,KABUPATEN CIREBON,RETRIBUSI,0,RUPIAH,2018
465,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HOTEL,293011522,RUPIAH,2018
466,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RESTORAN/RUMAH MAKAN,127575192,RUPIAH,2018
467,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HIBURAN,206117312,RUPIAH,2018
468,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RETRIBUSI,0,RUPIAH,2018
469,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HOTEL,0,RUPIAH,2018
470,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
471,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HIBURAN,0,RUPIAH,2018
472,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RETRIBUSI,0,RUPIAH,2018
473,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HOTEL,121014744,RUPIAH,2018
474,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RESTORAN/RUMAH MAKAN,1465242880,RUPIAH,2018
475,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HIBURAN,155260400,RUPIAH,2018
476,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RETRIBUSI,430249984,RUPIAH,2018
477,32,JAWA BARAT,3213,KABUPATEN SUBANG,HOTEL,954098560,RUPIAH,2018
478,32,JAWA BARAT,3213,KABUPATEN SUBANG,RESTORAN/RUMAH MAKAN,2085132288,RUPIAH,2018
479,32,JAWA BARAT,3213,KABUPATEN SUBANG,HIBURAN,173418560,RUPIAH,2018
480,32,JAWA BARAT,3213,KABUPATEN SUBANG,RETRIBUSI,0,RUPIAH,2018
481,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HOTEL,0,RUPIAH,2018
482,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
483,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HIBURAN,0,RUPIAH,2018
484,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RETRIBUSI,0,RUPIAH,2018
485,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HOTEL,0,RUPIAH,2018
486,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
487,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HIBURAN,0,RUPIAH,2018
488,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RETRIBUSI,0,RUPIAH,2018
489,32,JAWA BARAT,3216,KABUPATEN BEKASI,HOTEL,22427604190,RUPIAH,2018
490,32,JAWA BARAT,3216,KABUPATEN BEKASI,RESTORAN/RUMAH MAKAN,94828704564,RUPIAH,2018
491,32,JAWA BARAT,3216,KABUPATEN BEKASI,HIBURAN,9605281290,RUPIAH,2018
492,32,JAWA BARAT,3216,KABUPATEN BEKASI,RETRIBUSI,125081743150,RUPIAH,2018
493,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HOTEL,0,RUPIAH,2018
494,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
495,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HIBURAN,0,RUPIAH,2018
496,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RETRIBUSI,325798112,RUPIAH,2018
497,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HOTEL,0,RUPIAH,2018
498,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
499,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HIBURAN,0,RUPIAH,2018
500,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RETRIBUSI,0,RUPIAH,2018
501,32,JAWA BARAT,3271,KOTA BOGOR,HOTEL,82000000000,RUPIAH,2018
502,32,JAWA BARAT,3271,KOTA BOGOR,RESTORAN/RUMAH MAKAN,128000000000,RUPIAH,2018
503,32,JAWA BARAT,3271,KOTA BOGOR,HIBURAN,2925000000,RUPIAH,2018
504,32,JAWA BARAT,3271,KOTA BOGOR,RETRIBUSI,0,RUPIAH,2018
505,32,JAWA BARAT,3272,KOTA SUKABUMI,HOTEL,0,RUPIAH,2018
506,32,JAWA BARAT,3272,KOTA SUKABUMI,RESTORAN/RUMAH MAKAN,0,RUPIAH,2018
507,32,JAWA BARAT,3272,KOTA SUKABUMI,HIBURAN,0,RUPIAH,2018
508,32,JAWA BARAT,3272,KOTA SUKABUMI,RETRIBUSI,0,RUPIAH,2018
509,32,JAWA BARAT,3273,KOTA BANDUNG,HOTEL,0,RUPIAH,2018
