id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_wisatawan,jumlah_pengunjung,satuan,tahun
270,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,1126,ORANG,2019
271,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,9452760,ORANG,2019
272,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,3,ORANG,2019
273,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,11679,ORANG,2019
274,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,100339,ORANG,2019
275,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,5339819,ORANG,2019
276,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,12233,ORANG,2019
277,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3215063,ORANG,2019
278,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,207363,ORANG,2019
279,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,3749069,ORANG,2019
280,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,0,ORANG,2019
281,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,0,ORANG,2019
282,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,0,ORANG,2019
283,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2442250,ORANG,2019
284,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,1025,ORANG,2019
285,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,996345,ORANG,2019
286,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,15,ORANG,2019
287,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,0,ORANG,2019
288,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,676,ORANG,2019
289,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,599,ORANG,2019
290,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,415,ORANG,2019
291,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,15460,ORANG,2019
292,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,22,ORANG,2019
293,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,695656,ORANG,2019
294,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,32,ORANG,2019
295,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,107228,ORANG,2019
296,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,0,ORANG,2020
297,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,28367,ORANG,2020
298,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,586,ORANG,2020
299,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,738782,ORANG,2020
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,29461,ORANG,2020
301,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,1041740,ORANG,2020
302,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,3089,ORANG,2020
303,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,1270937,ORANG,2020
304,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,94,ORANG,2020
305,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,1907007,ORANG,2020
306,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,134,ORANG,2020
307,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,658170,ORANG,2020
308,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,2,ORANG,2020
309,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,616643,ORANG,2020
310,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,27,ORANG,2020
311,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,1270547,ORANG,2020
312,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,0,ORANG,2020
313,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,352426,ORANG,2020
314,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,0,ORANG,2020
315,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,375000,ORANG,2020
316,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,9,ORANG,2020
317,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,248080,ORANG,2020
318,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,22,ORANG,2020
319,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,210344,ORANG,2020
320,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,1086,ORANG,2020
321,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,310977,ORANG,2020
322,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,154,ORANG,2020
323,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,845333,ORANG,2020
324,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,92,ORANG,2020
325,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,1426983,ORANG,2020
326,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2020
327,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,127500,ORANG,2020
328,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,23431,ORANG,2020
329,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,3440529,ORANG,2020
330,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,514,ORANG,2020
331,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3939992,ORANG,2020
332,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,34400,ORANG,2020
333,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,1249690,ORANG,2020
334,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,100,ORANG,2020
335,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,107386,ORANG,2020
336,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,0,ORANG,2020
337,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2431290,ORANG,2020
338,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,161,ORANG,2020
339,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,326168,ORANG,2020
340,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,15,ORANG,2020
341,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,42065,ORANG,2020
342,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,55,ORANG,2020
343,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,215411,ORANG,2020
344,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,29,ORANG,2020
345,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,48148,ORANG,2020
346,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,15,ORANG,2020
347,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,32860,ORANG,2020
348,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,0,ORANG,2020
349,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,9832,ORANG,2020
